"year" "source" "base" "ID" "rep" "replacement_condition"
2006 "chicken" "I" 1 1 TRUE
2007 "chicken" "I" 3 1 TRUE
2008 "chicken" "I" 2 1 TRUE
2009 "chicken" "I" 2 1 TRUE
2011 "chicken" "I" 2 1 TRUE
2013 "chicken" "I" 2 1 TRUE
2014 "chicken" "I" 1 1 TRUE
2015 "chicken" "I" 3 1 TRUE
2016 "chicken" "I" 3 1 TRUE
2018 "chicken" "I" 1 1 TRUE
1997 "human_stool" "I" 1 1 TRUE
2003 "human_stool" "I" 3 1 TRUE
2004 "human_stool" "I" 1 1 TRUE
2006 "human_stool" "I" 1 1 TRUE
2007 "human_stool" "I" 3 1 TRUE
2010 "human_stool" "I" 1 1 TRUE
2011 "human_stool" "I" 1 1 TRUE
2012 "human_stool" "I" 3 1 TRUE
2013 "human_stool" "I" 1 1 TRUE
2014 "human_stool" "I" 2 1 TRUE
2015 "human_stool" "I" 1 1 TRUE
2016 "human_stool" "I" 3 1 TRUE
2017 "human_stool" "I" 4 1 TRUE
2001 "chicken" "T" 5 1 TRUE
2004 "chicken" "T" 5 1 TRUE
2005 "chicken" "T" 5 1 TRUE
2006 "chicken" "T" 4 1 TRUE
2007 "chicken" "T" 2 1 TRUE
2008 "chicken" "T" 3 1 TRUE
2009 "chicken" "T" 3 1 TRUE
2011 "chicken" "T" 3 1 TRUE
2012 "chicken" "T" 5 1 TRUE
2013 "chicken" "T" 3 1 TRUE
2014 "chicken" "T" 4 1 TRUE
2015 "chicken" "T" 2 1 TRUE
2016 "chicken" "T" 2 1 TRUE
2017 "chicken" "T" 5 1 TRUE
2018 "chicken" "T" 4 1 TRUE
1997 "human_stool" "T" 4 1 TRUE
1998 "human_stool" "T" 5 1 TRUE
2001 "human_stool" "T" 5 1 TRUE
2003 "human_stool" "T" 2 1 TRUE
2004 "human_stool" "T" 4 1 TRUE
2005 "human_stool" "T" 5 1 TRUE
2006 "human_stool" "T" 4 1 TRUE
2007 "human_stool" "T" 2 1 TRUE
2009 "human_stool" "T" 5 1 TRUE
2010 "human_stool" "T" 4 1 TRUE
2011 "human_stool" "T" 4 1 TRUE
2012 "human_stool" "T" 2 1 TRUE
2013 "human_stool" "T" 4 1 TRUE
2014 "human_stool" "T" 3 1 TRUE
2015 "human_stool" "T" 4 1 TRUE
2016 "human_stool" "T" 2 1 TRUE
2017 "human_stool" "T" 1 1 TRUE
2018 "human_stool" "T" 5 1 TRUE
2005 "chicken" "I" 1 2 TRUE
2007 "chicken" "I" 1 2 TRUE
2008 "chicken" "I" 2 2 TRUE
2012 "chicken" "I" 2 2 TRUE
2013 "chicken" "I" 1 2 TRUE
2014 "chicken" "I" 1 2 TRUE
2015 "chicken" "I" 4 2 TRUE
2017 "chicken" "I" 2 2 TRUE
2018 "chicken" "I" 2 2 TRUE
2001 "human_stool" "I" 2 2 TRUE
2003 "human_stool" "I" 3 2 TRUE
2004 "human_stool" "I" 1 2 TRUE
2005 "human_stool" "I" 1 2 TRUE
2006 "human_stool" "I" 4 2 TRUE
2009 "human_stool" "I" 2 2 TRUE
2010 "human_stool" "I" 1 2 TRUE
2011 "human_stool" "I" 1 2 TRUE
2012 "human_stool" "I" 2 2 TRUE
2013 "human_stool" "I" 1 2 TRUE
2014 "human_stool" "I" 1 2 TRUE
2015 "human_stool" "I" 2 2 TRUE
2016 "human_stool" "I" 3 2 TRUE
2017 "human_stool" "I" 2 2 TRUE
2018 "human_stool" "I" 3 2 TRUE
2001 "chicken" "T" 5 2 TRUE
2004 "chicken" "T" 5 2 TRUE
2005 "chicken" "T" 4 2 TRUE
2006 "chicken" "T" 5 2 TRUE
2007 "chicken" "T" 4 2 TRUE
2008 "chicken" "T" 3 2 TRUE
2009 "chicken" "T" 5 2 TRUE
2011 "chicken" "T" 5 2 TRUE
2012 "chicken" "T" 3 2 TRUE
2013 "chicken" "T" 4 2 TRUE
2014 "chicken" "T" 4 2 TRUE
2015 "chicken" "T" 1 2 TRUE
2016 "chicken" "T" 5 2 TRUE
2017 "chicken" "T" 3 2 TRUE
2018 "chicken" "T" 3 2 TRUE
1997 "human_stool" "T" 5 2 TRUE
1998 "human_stool" "T" 5 2 TRUE
2001 "human_stool" "T" 3 2 TRUE
2003 "human_stool" "T" 2 2 TRUE
2004 "human_stool" "T" 4 2 TRUE
2005 "human_stool" "T" 4 2 TRUE
2006 "human_stool" "T" 1 2 TRUE
2007 "human_stool" "T" 5 2 TRUE
2009 "human_stool" "T" 3 2 TRUE
2010 "human_stool" "T" 4 2 TRUE
2011 "human_stool" "T" 4 2 TRUE
2012 "human_stool" "T" 3 2 TRUE
2013 "human_stool" "T" 4 2 TRUE
2014 "human_stool" "T" 4 2 TRUE
2015 "human_stool" "T" 3 2 TRUE
2016 "human_stool" "T" 2 2 TRUE
2017 "human_stool" "T" 3 2 TRUE
2018 "human_stool" "T" 2 2 TRUE
2005 "chicken" "I" 1 3 TRUE
2007 "chicken" "I" 1 3 TRUE
2008 "chicken" "I" 2 3 TRUE
2011 "chicken" "I" 1 3 TRUE
2012 "chicken" "I" 1 3 TRUE
2013 "chicken" "I" 1 3 TRUE
2014 "chicken" "I" 1 3 TRUE
2015 "chicken" "I" 2 3 TRUE
2016 "chicken" "I" 2 3 TRUE
2017 "chicken" "I" 4 3 TRUE
2018 "chicken" "I" 4 3 TRUE
2001 "human_stool" "I" 1 3 TRUE
2003 "human_stool" "I" 1 3 TRUE
2004 "human_stool" "I" 1 3 TRUE
2005 "human_stool" "I" 1 3 TRUE
2006 "human_stool" "I" 2 3 TRUE
2010 "human_stool" "I" 3 3 TRUE
2011 "human_stool" "I" 2 3 TRUE
2012 "human_stool" "I" 2 3 TRUE
2013 "human_stool" "I" 4 3 TRUE
2014 "human_stool" "I" 1 3 TRUE
2015 "human_stool" "I" 1 3 TRUE
2016 "human_stool" "I" 4 3 TRUE
2017 "human_stool" "I" 2 3 TRUE
2001 "chicken" "T" 5 3 TRUE
2004 "chicken" "T" 5 3 TRUE
2005 "chicken" "T" 4 3 TRUE
2006 "chicken" "T" 5 3 TRUE
2007 "chicken" "T" 4 3 TRUE
2008 "chicken" "T" 3 3 TRUE
2009 "chicken" "T" 5 3 TRUE
2011 "chicken" "T" 4 3 TRUE
2012 "chicken" "T" 4 3 TRUE
2013 "chicken" "T" 4 3 TRUE
2014 "chicken" "T" 4 3 TRUE
2015 "chicken" "T" 3 3 TRUE
2016 "chicken" "T" 3 3 TRUE
2017 "chicken" "T" 1 3 TRUE
2018 "chicken" "T" 1 3 TRUE
1997 "human_stool" "T" 5 3 TRUE
1998 "human_stool" "T" 5 3 TRUE
2001 "human_stool" "T" 4 3 TRUE
2003 "human_stool" "T" 4 3 TRUE
2004 "human_stool" "T" 4 3 TRUE
2005 "human_stool" "T" 4 3 TRUE
2006 "human_stool" "T" 3 3 TRUE
2007 "human_stool" "T" 5 3 TRUE
2009 "human_stool" "T" 5 3 TRUE
2010 "human_stool" "T" 2 3 TRUE
2011 "human_stool" "T" 3 3 TRUE
2012 "human_stool" "T" 3 3 TRUE
2013 "human_stool" "T" 1 3 TRUE
2014 "human_stool" "T" 4 3 TRUE
2015 "human_stool" "T" 4 3 TRUE
2016 "human_stool" "T" 1 3 TRUE
2017 "human_stool" "T" 3 3 TRUE
2018 "human_stool" "T" 5 3 TRUE
2005 "chicken" "I" 3 4 TRUE
2006 "chicken" "I" 1 4 TRUE
2007 "chicken" "I" 2 4 TRUE
2008 "chicken" "I" 2 4 TRUE
2009 "chicken" "I" 2 4 TRUE
2011 "chicken" "I" 1 4 TRUE
2012 "chicken" "I" 2 4 TRUE
2013 "chicken" "I" 3 4 TRUE
2015 "chicken" "I" 3 4 TRUE
2016 "chicken" "I" 3 4 TRUE
2017 "chicken" "I" 2 4 TRUE
2018 "chicken" "I" 1 4 TRUE
1997 "human_stool" "I" 1 4 TRUE
2003 "human_stool" "I" 1 4 TRUE
2004 "human_stool" "I" 4 4 TRUE
2005 "human_stool" "I" 1 4 TRUE
2006 "human_stool" "I" 1 4 TRUE
2007 "human_stool" "I" 1 4 TRUE
2009 "human_stool" "I" 2 4 TRUE
2011 "human_stool" "I" 4 4 TRUE
2012 "human_stool" "I" 3 4 TRUE
2014 "human_stool" "I" 3 4 TRUE
2015 "human_stool" "I" 1 4 TRUE
2016 "human_stool" "I" 1 4 TRUE
2017 "human_stool" "I" 1 4 TRUE
2018 "human_stool" "I" 2 4 TRUE
2001 "chicken" "T" 5 4 TRUE
2004 "chicken" "T" 5 4 TRUE
2005 "chicken" "T" 2 4 TRUE
2006 "chicken" "T" 4 4 TRUE
2007 "chicken" "T" 3 4 TRUE
2008 "chicken" "T" 3 4 TRUE
2009 "chicken" "T" 3 4 TRUE
2011 "chicken" "T" 4 4 TRUE
2012 "chicken" "T" 3 4 TRUE
2013 "chicken" "T" 2 4 TRUE
2014 "chicken" "T" 5 4 TRUE
2015 "chicken" "T" 2 4 TRUE
2016 "chicken" "T" 2 4 TRUE
2017 "chicken" "T" 3 4 TRUE
2018 "chicken" "T" 4 4 TRUE
1997 "human_stool" "T" 4 4 TRUE
1998 "human_stool" "T" 5 4 TRUE
2001 "human_stool" "T" 5 4 TRUE
2003 "human_stool" "T" 4 4 TRUE
2004 "human_stool" "T" 1 4 TRUE
2005 "human_stool" "T" 4 4 TRUE
2006 "human_stool" "T" 4 4 TRUE
2007 "human_stool" "T" 4 4 TRUE
2009 "human_stool" "T" 3 4 TRUE
2010 "human_stool" "T" 5 4 TRUE
2011 "human_stool" "T" 1 4 TRUE
2012 "human_stool" "T" 2 4 TRUE
2013 "human_stool" "T" 5 4 TRUE
2014 "human_stool" "T" 2 4 TRUE
2015 "human_stool" "T" 4 4 TRUE
2016 "human_stool" "T" 4 4 TRUE
2017 "human_stool" "T" 4 4 TRUE
2018 "human_stool" "T" 3 4 TRUE
2006 "chicken" "I" 1 5 TRUE
2007 "chicken" "I" 1 5 TRUE
2008 "chicken" "I" 3 5 TRUE
2009 "chicken" "I" 1 5 TRUE
2013 "chicken" "I" 1 5 TRUE
2015 "chicken" "I" 2 5 TRUE
2016 "chicken" "I" 1 5 TRUE
2017 "chicken" "I" 4 5 TRUE
2018 "chicken" "I" 3 5 TRUE
2001 "human_stool" "I" 2 5 TRUE
2003 "human_stool" "I" 1 5 TRUE
2004 "human_stool" "I" 1 5 TRUE
2005 "human_stool" "I" 2 5 TRUE
2007 "human_stool" "I" 1 5 TRUE
2009 "human_stool" "I" 2 5 TRUE
2010 "human_stool" "I" 2 5 TRUE
2011 "human_stool" "I" 2 5 TRUE
2012 "human_stool" "I" 1 5 TRUE
2013 "human_stool" "I" 1 5 TRUE
2014 "human_stool" "I" 1 5 TRUE
2015 "human_stool" "I" 1 5 TRUE
2016 "human_stool" "I" 3 5 TRUE
2017 "human_stool" "I" 2 5 TRUE
2018 "human_stool" "I" 2 5 TRUE
2001 "chicken" "T" 5 5 TRUE
2004 "chicken" "T" 5 5 TRUE
2005 "chicken" "T" 5 5 TRUE
2006 "chicken" "T" 4 5 TRUE
2007 "chicken" "T" 4 5 TRUE
2008 "chicken" "T" 2 5 TRUE
2009 "chicken" "T" 4 5 TRUE
2011 "chicken" "T" 5 5 TRUE
2012 "chicken" "T" 5 5 TRUE
2013 "chicken" "T" 4 5 TRUE
2014 "chicken" "T" 5 5 TRUE
2015 "chicken" "T" 3 5 TRUE
2016 "chicken" "T" 4 5 TRUE
2017 "chicken" "T" 1 5 TRUE
2018 "chicken" "T" 2 5 TRUE
1997 "human_stool" "T" 5 5 TRUE
1998 "human_stool" "T" 5 5 TRUE
2001 "human_stool" "T" 3 5 TRUE
2003 "human_stool" "T" 4 5 TRUE
2004 "human_stool" "T" 4 5 TRUE
2005 "human_stool" "T" 3 5 TRUE
2006 "human_stool" "T" 5 5 TRUE
2007 "human_stool" "T" 4 5 TRUE
2009 "human_stool" "T" 3 5 TRUE
2010 "human_stool" "T" 3 5 TRUE
2011 "human_stool" "T" 3 5 TRUE
2012 "human_stool" "T" 4 5 TRUE
2013 "human_stool" "T" 4 5 TRUE
2014 "human_stool" "T" 4 5 TRUE
2015 "human_stool" "T" 4 5 TRUE
2016 "human_stool" "T" 2 5 TRUE
2017 "human_stool" "T" 3 5 TRUE
2018 "human_stool" "T" 3 5 TRUE
2012 "human_stool" "A" 1 6 TRUE
2001 "chicken" "I" 2 6 TRUE
2005 "chicken" "I" 1 6 TRUE
2007 "chicken" "I" 2 6 TRUE
2008 "chicken" "I" 2 6 TRUE
2009 "chicken" "I" 1 6 TRUE
2011 "chicken" "I" 2 6 TRUE
2012 "chicken" "I" 4 6 TRUE
2013 "chicken" "I" 1 6 TRUE
2014 "chicken" "I" 2 6 TRUE
2016 "chicken" "I" 2 6 TRUE
2017 "chicken" "I" 3 6 TRUE
2018 "chicken" "I" 4 6 TRUE
2001 "human_stool" "I" 2 6 TRUE
2003 "human_stool" "I" 1 6 TRUE
2004 "human_stool" "I" 1 6 TRUE
2006 "human_stool" "I" 1 6 TRUE
2007 "human_stool" "I" 1 6 TRUE
2009 "human_stool" "I" 3 6 TRUE
2010 "human_stool" "I" 3 6 TRUE
2011 "human_stool" "I" 1 6 TRUE
2013 "human_stool" "I" 1 6 TRUE
2014 "human_stool" "I" 3 6 TRUE
2015 "human_stool" "I" 1 6 TRUE
2016 "human_stool" "I" 3 6 TRUE
2017 "human_stool" "I" 2 6 TRUE
2018 "human_stool" "I" 3 6 TRUE
2001 "chicken" "T" 3 6 TRUE
2004 "chicken" "T" 5 6 TRUE
2005 "chicken" "T" 4 6 TRUE
2006 "chicken" "T" 5 6 TRUE
2007 "chicken" "T" 3 6 TRUE
2008 "chicken" "T" 3 6 TRUE
2009 "chicken" "T" 4 6 TRUE
2011 "chicken" "T" 3 6 TRUE
2012 "chicken" "T" 1 6 TRUE
2013 "chicken" "T" 4 6 TRUE
2014 "chicken" "T" 3 6 TRUE
2015 "chicken" "T" 5 6 TRUE
2016 "chicken" "T" 3 6 TRUE
2017 "chicken" "T" 2 6 TRUE
2018 "chicken" "T" 1 6 TRUE
1997 "human_stool" "T" 5 6 TRUE
1998 "human_stool" "T" 5 6 TRUE
2001 "human_stool" "T" 3 6 TRUE
2003 "human_stool" "T" 4 6 TRUE
2004 "human_stool" "T" 4 6 TRUE
2005 "human_stool" "T" 5 6 TRUE
2006 "human_stool" "T" 4 6 TRUE
2007 "human_stool" "T" 4 6 TRUE
2009 "human_stool" "T" 2 6 TRUE
2010 "human_stool" "T" 2 6 TRUE
2011 "human_stool" "T" 4 6 TRUE
2012 "human_stool" "T" 4 6 TRUE
2013 "human_stool" "T" 4 6 TRUE
2014 "human_stool" "T" 2 6 TRUE
2015 "human_stool" "T" 4 6 TRUE
2016 "human_stool" "T" 2 6 TRUE
2017 "human_stool" "T" 3 6 TRUE
2018 "human_stool" "T" 2 6 TRUE
2001 "human_stool" "A" 1 7 TRUE
2005 "chicken" "I" 2 7 TRUE
2008 "chicken" "I" 1 7 TRUE
2009 "chicken" "I" 1 7 TRUE
2012 "chicken" "I" 3 7 TRUE
2013 "chicken" "I" 1 7 TRUE
2014 "chicken" "I" 2 7 TRUE
2016 "chicken" "I" 2 7 TRUE
2017 "chicken" "I" 4 7 TRUE
2018 "chicken" "I" 3 7 TRUE
2003 "human_stool" "I" 1 7 TRUE
2004 "human_stool" "I" 1 7 TRUE
2005 "human_stool" "I" 1 7 TRUE
2006 "human_stool" "I" 2 7 TRUE
2007 "human_stool" "I" 2 7 TRUE
2009 "human_stool" "I" 2 7 TRUE
2010 "human_stool" "I" 2 7 TRUE
2011 "human_stool" "I" 2 7 TRUE
2013 "human_stool" "I" 3 7 TRUE
2014 "human_stool" "I" 3 7 TRUE
2015 "human_stool" "I" 3 7 TRUE
2016 "human_stool" "I" 5 7 TRUE
2017 "human_stool" "I" 1 7 TRUE
2018 "human_stool" "I" 2 7 TRUE
2001 "chicken" "T" 5 7 TRUE
2004 "chicken" "T" 5 7 TRUE
2005 "chicken" "T" 3 7 TRUE
2006 "chicken" "T" 5 7 TRUE
2007 "chicken" "T" 5 7 TRUE
2008 "chicken" "T" 4 7 TRUE
